2020-03-30,GBR,England,Blackpool,,missing population,population,,low
2020-03-30,GBR,England,"Kingston upon Hull, City of",,missing population,population,,low
2020-03-30,GBR,England,North East Lincolnshire,,missing population,population,,low
2020-03-30,GBR,England,North Lincolnshire,,missing population,population,,low
2020-03-30,GBR,England,York,,missing population,population,,low
2020-03-30,GBR,England,Derby,,missing population,population,,low
2020-03-30,GBR,England,Leicester,,missing population,population,,low
2020-03-30,GBR,England,Nottingham,,missing population,population,,low
2020-03-30,GBR,England,"Herefordshire, County of",,missing population,population,,low
2020-03-30,GBR,England,Telford and Wrekin,,missing population,population,,low
2020-03-30,GBR,England,Stoke-on-Trent,,missing population,population,,low
2020-03-30,GBR,England,Bath and North East Somerset,,missing population,population,,low
2020-03-30,GBR,England,"Bristol, City of",,missing population,population,,low
2020-03-30,GBR,England,North Somerset,,missing population,population,,low
2020-03-30,GBR,England,South Gloucestershire,,missing population,population,,low
2020-03-30,GBR,England,Plymouth,,missing population,population,,low
2020-03-30,GBR,England,Torbay,,missing population,population,,low
2020-03-30,GBR,England,Swindon,,missing population,population,,low
2020-03-30,GBR,England,Peterborough,,missing population,population,,low
2020-03-30,GBR,England,Luton,,missing population,population,,low
2020-03-30,GBR,England,Southend-on-Sea,,missing population,population,,low
2020-03-30,GBR,England,Thurrock,,missing population,population,,low
2020-03-30,GBR,England,Medway,,missing population,population,,low
2020-03-30,GBR,England,Bracknell Forest,,missing population,population,,low
2020-03-30,GBR,England,West Berkshire,,missing population,population,,low
2020-03-30,GBR,England,Reading,,missing population,population,,low
2020-03-30,GBR,England,Slough,,missing population,population,,low
2020-03-30,GBR,England,Windsor and Maidenhead,,missing population,population,,low
2020-03-30,GBR,England,Wokingham,,missing population,population,,low
2020-03-30,GBR,England,Milton Keynes,,missing population,population,,low
2020-03-30,GBR,England,Brighton and Hove,,missing population,population,,low
2020-03-30,GBR,England,Portsmouth,,missing population,population,,low
2020-03-30,GBR,England,Southampton,,missing population,population,,low
2020-03-30,GBR,England,County Durham,,missing population,population,,low
2020-03-30,GBR,England,Cheshire East,,missing population,population,,low
2020-03-30,GBR,England,Cheshire West and Chester,,missing population,population,,low
2020-03-30,GBR,England,Cornwall and Isles of Scilly,,missing population,population,,low
2020-03-30,GBR,England,Bedford,,missing population,population,,low
2020-03-30,GBR,England,Central Bedfordshire,,missing population,population,,low
2020-03-30,GBR,England,"Bournemouth, Christchurch and Poole",,missing population,population,,low
2020-03-30,GBR,England,Bolton,,missing population,population,,low
2020-03-30,GBR,England,Bury,,missing population,population,,low
2020-03-30,GBR,England,Manchester,,missing population,population,,low
2020-03-30,GBR,England,Oldham,,missing population,population,,low
2020-03-30,GBR,England,Rochdale,,missing population,population,,low
2020-03-30,GBR,England,Salford,,missing population,population,,low
2020-03-30,GBR,England,Stockport,,missing population,population,,low
2020-03-30,GBR,England,Tameside,,missing population,population,,low
2020-03-30,GBR,England,Trafford,,missing population,population,,low
2020-03-30,GBR,England,Wigan,,missing population,population,,low
2020-03-30,GBR,England,Knowsley,,missing population,population,,low
2020-03-30,GBR,England,Liverpool,,missing population,population,,low
2020-03-30,GBR,England,St. Helens,,missing population,population,,low
2020-03-30,GBR,England,Sefton,,missing population,population,,low
2020-03-30,GBR,England,Wirral,,missing population,population,,low
2020-03-30,GBR,England,Barnsley,,missing population,population,,low
2020-03-30,GBR,England,Doncaster,,missing population,population,,low
2020-03-30,GBR,England,Rotherham,,missing population,population,,low
2020-03-30,GBR,England,Sheffield,,missing population,population,,low
2020-03-30,GBR,England,Newcastle upon Tyne,,missing population,population,,low
2020-03-30,GBR,England,North Tyneside,,missing population,population,,low
2020-03-30,GBR,England,South Tyneside,,missing population,population,,low
2020-03-30,GBR,England,Sunderland,,missing population,population,,low
2020-03-30,GBR,England,Birmingham,,missing population,population,,low
2020-03-30,GBR,England,Coventry,,missing population,population,,low
2020-03-30,GBR,England,Dudley,,missing population,population,,low
2020-03-30,GBR,England,Sandwell,,missing population,population,,low
2020-03-30,GBR,England,Solihull,,missing population,population,,low
2020-03-30,GBR,England,Walsall,,missing population,population,,low
2020-03-30,GBR,England,Wolverhampton,,missing population,population,,low
2020-03-30,GBR,England,Bradford,,missing population,population,,low
2020-03-30,GBR,England,Calderdale,,missing population,population,,low
2020-03-30,GBR,England,Kirklees,,missing population,population,,low
2020-03-30,GBR,England,Leeds,,missing population,population,,low
2020-03-30,GBR,England,Wakefield,,missing population,population,,low
2020-03-30,GBR,England,Gateshead,,missing population,population,,low
2020-03-30,GBR,England,Barking and Dagenham,,missing population,population,,low
2020-03-30,GBR,England,Barnet,,missing population,population,,low
2020-03-30,GBR,England,Bexley,,missing population,population,,low
2020-03-30,GBR,England,Brent,,missing population,population,,low
2020-03-30,GBR,England,Bromley,,missing population,population,,low
2020-03-30,GBR,England,Camden,,missing population,population,,low
2020-03-30,GBR,England,Croydon,,missing population,population,,low
2020-03-30,GBR,England,Ealing,,missing population,population,,low
2020-03-30,GBR,England,Enfield,,missing population,population,,low
2020-03-30,GBR,England,Greenwich,,missing population,population,,low
2020-03-30,GBR,England,Hackney and City of London,,missing population,population,,low
2020-03-30,GBR,England,Hammersmith and Fulham,,missing population,population,,low
2020-03-30,GBR,England,Haringey,,missing population,population,,low
2020-03-30,GBR,England,Harrow,,missing population,population,,low
2020-03-30,GBR,England,Havering,,missing population,population,,low
2020-03-30,GBR,England,Hillingdon,,missing population,population,,low
2020-03-30,GBR,England,Hounslow,,missing population,population,,low
2020-03-30,GBR,England,Islington,,missing population,population,,low
2020-03-30,GBR,England,Kensington and Chelsea,,missing population,population,,low
2020-03-30,GBR,England,Kingston upon Thames,,missing population,population,,low
2020-03-30,GBR,England,Lambeth,,missing population,population,,low
2020-03-30,GBR,England,Lewisham,,missing population,population,,low
2020-03-30,GBR,England,Merton,,missing population,population,,low
2020-03-30,GBR,England,Newham,,missing population,population,,low
2020-03-30,GBR,England,Redbridge,,missing population,population,,low
2020-03-30,GBR,England,Richmond upon Thames,,missing population,population,,low
2020-03-30,GBR,England,Southwark,,missing population,population,,low
2020-03-30,GBR,England,Sutton,,missing population,population,,low
2020-03-30,GBR,England,Tower Hamlets,,missing population,population,,low
2020-03-30,GBR,England,Waltham Forest,,missing population,population,,low
2020-03-30,GBR,England,Wandsworth,,missing population,population,,low
2020-03-30,GBR,England,Westminster,,missing population,population,,low
2020-03-30,USA,AR,(unassigned),,missing population,population,,low
2020-03-30,USA,FL,(unassigned),,missing population,population,,low
2020-03-30,USA,GA,(unassigned),,missing population,population,,low
2020-03-30,USA,LA,(unassigned),,missing population,population,,low
2020-03-30,USA,MD,Baltimore City,,missing population,population,,low
2020-03-30,USA,ME,(unassigned),,missing population,population,,low
2020-03-30,USA,MI,(unassigned),,missing population,population,,low
2020-03-30,USA,MO,Joplin County,,missing population,population,,low
2020-03-30,USA,MO,(unassigned),,missing population,population,,low
2020-03-30,USA,TN,(unassigned),,missing population,population,,low
2020-03-30,USA,UT,,Bear River County,missing population,population,,low
2020-03-30,MS Zaandam,,,,invalid location object,location validation,MS Zaandam .country should NOT be longer than 3 characters,low
